symbol,company,Business Content
TCBK,TriCo Bancshares,米国の銀行持株会社
TCBS,Texas Community Bancshares Inc,ローン関連事業の金融持株会社。
TCBX,Third Coast Bancshares Inc,銀行業務、その他金融サービスを提供。
TCI,Transcontinental Realty Investors Inc,米国の不動産会社
TCMD,Tactile Systems Technology Inc,米国ヘルスケア分野で事業を展開している医療機器メーカー。
TCOA,Zalatoris Acquisition Corp A,ブランクチェックカンパニー。
TCON,Tracon Pharmaceuticals Inc,がん、加齢黄斑変性、線維性疾患に対する新薬の開発・商品化に従事する臨床バイオ製薬会社。
TCRT,Alaunos Therapeutics Inc,細胞ベース治療法の取得、開発、商品化を手掛けるバイオ医薬品メーカー。
TCRX,TScan Therapeutics Inc,T細胞を用いた治療法を開発するバイオテック企業。
TCS,The Container Store Group Inc,米国の収納用品小売業者
TCX,Tucows Inc A,米国のインターネットサービス販売会社
TD,Toronto-Dominion Bank,カナダの総合銀行
TDC,Teradata,データ保存ソリューション会社
TDG,TransDigm Group,航空部品メーカー
TDOC,Teladoc Health,携帯電話やオンラインビデオを通じた遠隔医療サービスを提供
TDS,Telephone and Data Systems,携帯電話、市内電話、個人向け通信サービスの分野で事業を展開
TDUP,ThredUp Inc A,女性用および子供用のアパレル、靴、アクセサリーのオンライン再販プラットフォーム
TDW,Tidewater,海上でエネルギー採掘・生産業者へのサービスを提供
TDY,Teledyne Technologies,米国の航空機エンジン製造会社。
TEAM,Atlassian,エンタープライズ向けソフトウェア開発・販売会社
TECH,Bio Techne Corp,バイオ製品メーカー。
TECK,Teck Resources B,カナダの総合天然資源グループ
TEL,TE Connectivity,スイスに本社を置く世界最大級の電子部品サプライヤー
TELA,Tela Bio Inc,医療バイオテクノロジー企業
TELL,Tellurian Inc,米国の独立系石油・天然ガス探査・生産会社
TENB,Tenable Holdings,ITサービス持株会社。子会社を通じて、サイバーセキュリティーのリスクを管理および測定するためのソリューションを提供。
TENX,Tenax Therapeutics Inc,バイオテクノロジー製品の開発する会社。
TER,Teradyne,半導体テスト製品メーカー
TERN,Terns Pharmaceuticals Inc,バイオテクノロジー企業。
TETE,Technology &amp; Telecommunication Acquisi,マレーシアの電気通信セクターに注力するブランクチェックカンパニー。
TEX,Terex,エネルギーおよび公益などの業界向けに機器を提供する多角的製造会社
TFC,Truist Financial,銀行持株会社
TFFP,TFF Pharmaceuticals Inc,米国の初期段階のバイオ医薬品会社
TFII,TFI International Inc,物流サービスを提供する会社。
TFIN,Triumph Financial Inc,米国の金融持株会社。
TFSL,TFS Financial Corporation,一般個人から預金を誘致し、各種ローンを提供する持株会社。米国オハイオ州およびフロリダ州全域で事業を展開。
TFX,Teleflex Incorporated,グローバルな医療技術製品の提供会社。
TG,Tredegar Corp,エンボスフィルムやラミネート材の製造会社
TGAA,Target Global Acquisition1 Corp A,ブランクチェックカンパニー。
TGAN,Transphorm Inc,半導体関連企業。
TGB,Taseko Mines Limited,鉱山を開発する会社。
TGI,Triumph Group Inc,米国の航空宇宙用部品とシステムの国際的サプライヤー
TGLS,Tecnoglass Inc,コロンビアに本社を置くケイマン籍のガラス製造持株会社。
TGNA,TEGNA,国際ニュース・情報会社。テレビ局の運営の他、ウェブサイトにより情報を提供
TGT,Target,米国の総合ディスカウントストア
TGTX,TG Therapeutics,臨床期向けバイオ医薬品会社
TGVC,TG Venture Acquisition Corp,ブランクチェックカンパニー。
TH,Target Hospitality Corp,レンタルとホスピタリティサービスの専門会社
THAR,Tharimmune Inc,バイオテクノロジー企業として事業を展開。
THC,Tenet Healthcare,ヘルスケア施設の所有・運営に従事
THCH,TH International Ltd,カナダの大手コーヒーチェーン、ティムホートンを運営する中国法人。
THFF,First Financial Corporation,米国の金融持株会社
THG,Hanover Insurance Group Inc,持株会社。子会社を通じて、損害保険を提供する持株会社。
THM,International Tower Hill Mines Ltd,カナダを拠点とする鉱物探査会社。
THMO,Thermogenesis Holdings Inc,米国の医療関連会社
THO,Thor Industries,1980年設立のレジャー用自動車メーカー。さまざまなレジャー用自動車の製造・販売に従事。モーターホーム、キャンピングカー、フ ィフスホイール、旅行用トレーラーを手掛ける。
THR,Thermon Group Holdings Inc,プロセス産業用に設計サーマルソリューションをエネルギー、化学処理、発電などの市場顧客に提供している持株会社
THRD,Third Harmonic Bio Inc,アレルギーや抗炎症向け次世代治療薬の開発を手がける。
THRM,Gentherm,自動車部品メーカー
THRY,Thryv Holdings Inc,「デックス」と「スーパー」のブランド名で、検索エンジンのウェブサイト、イエローページなどの印刷物、モバイル、ソーシャルメディアなどで、各種マーケティング・ソリューションを提供。
THS,TreeHouse Foods,食品加工会社
THTX,Theratechnologies Inc,成長ホルモン放出因子の研究をする会社。
TIGO,Millicom International Cellular SA,通信サービスプロバイダー
TIL,Instil Bio  Inc,バイオ医薬品関連企業。
TILE,Interface Inc,米国のカーペット製造会社
TIOA,Tio Tech A,ブランクチェックカンパニー。
TIPT,Tiptree Inc,米国の金融持株会社
TISI,Team Inc,高温・高圧配管系と導管を維持する産業サービスを提供する米国企業
TITN,Titan Machinery Inc,米国の農業・建設機器小売業者
TIVC,Tivic Health Systems Inc,炎症疾患に焦点を当てる生体電子医学企業。
TIXT,TELUS International (Cda) Inc ,情報技術サービスを提供している企業
TJX,The TJX Companies,衣料・ホームファッションのディス カウントストアー
TK,Teekay Corporation ,原油・ガスの海上輸送サービス、および長期固定金利型の契約に基づいた海上石油生産・貯蔵・出荷サービスを提供する会社。
TKNO,Alpha Teknova Inc,薬物療法、新規ワクチン、分子診断などのバイオ医薬品の発見・研究・開発・製造を可能にする試薬のプロバイダー。
TKO,TKO Group Holdings Inc,レスリングの興行などを手掛けるエンターテインメント会社
TKR,Timken,特殊合金製品メーカー
TLGY,TLGY Acquisition Corporation A,ブランクチェックカンパニー。
TLIS,Talis Biomedical Corp,ポイント・オブ・ケア現場において、正確かつ低コストで迅速に感染症の分子検査を可能とするソリューションの開発・製品化に従事。
TLPH,Talphera Inc,鎮痛剤を提供している特殊医薬品メーカー。
TLRY,Tilray Brands Inc,カナダの医薬品企業。主に医療用大麻の製造・販売に従事する。同社は大麻に含まれる化学物質カンナビノイドをベースとする医薬品を販売する。
TLS,Telos Corporation ,サイバーセキュリティ等の技術を提供する米国の企業
TLSA,Tiziana Life Sciences Ltd,癌治療薬等の開発をするバイオ医薬品企業。
TLSI,TriSalus Life Sciences Inc,肝臓や膵臓の腫瘍における免疫療法を開発するバイオテクノロジー企業
TLYS,Tilly's Inc A,十代の若者や若い大人のためのカジュアル衣料品、靴、アクセサリーを扱う小売チェーンを運営する米国企業
TMC,TMC the metals company Inc,深海鉱物探査会社。
TMCI,Treace Medical Concepts  Inc,整形外科医療機器会社
TMDX,TransMedics Group Inc,米国の医療機器開発企業
TMHC,Taylor Morrison Home Corp,米国の住宅事業持株会社
TMO,Thermo Fisher Scientific,測定機器メーカー
TMP,Tompkins Financial Corp,金融サービス会社
TMQ,Trilogy Metals Inc,カナダの鉱山開発をする会社。
TMST,TimkenSteel Corp,鉄鋼メーカー
TMUS,T Mobile US,ワイヤレス通信プロバイダー
TNC,Tennant Co,ソリューションを提供する米国企業
TNDM,Tandem Diabetes Care Inc,インスリン依存型糖尿病患者向け製品の設計、開発、商品化を手掛けている米国の医療機器メーカー。
TNET,TriNet Group Inc,人事・コンサルティングサービス会社。
TNGX,Tango Therapeutics Inc,次世代の精密医療をがん患者に提供することに注力するバイオテクノロジー企業。
TNK,Teekay Tankers Ltd,原油タンカーを保有
TNL,Travel + Leisure Co,米国の旅行関連会社
TNON,Tenon Medical Inc,医療用機器を手掛ける。主として仙腸関節用のインプラントを開発。
TNP,Tsakos Energy Navigation Ltd,ギリシャに本社を置くバミューダ籍の海運会社。
TNXP,Tonix Pharmaceuticals Holding Corp,中枢神経系の障害に対して革新的な処方薬を開発している医薬品企業
TNYA,Tenaya Therapeutics Inc,心臓疾患の根本原因を標的とした治療法の発見、開発、提供を行うバイオテクノロジー企業。
TOI,The Oncology Institute Inc,腫瘍学関連サービスを提供する会社。
TOL,Toll Brothers,高級住宅建設会社
TOMZ,TOMI Environmental Solutions Inc,細菌の除染および感染症対策関連の会社。
TOON,Kartoon Studios Inc,子供向けエンターテイメント企業および消費者向け製品のマーケティング、ライセンス供与
TOPS,TOP Ships Inc,液体、石油、乾物バルクの輸送に従事
TORO,Toro Corp,海洋輸送ビジネスを展開する会社。
TOST,Toast Inc,レストランのオペレーションを改善するための販売・管理ソフトウェアシステムを設計・開発。
TOVX,Theriva Biologics Inc,ニーズが高い疾患の治療法を開発する企業。
TOWN,Towne Bank,バージニア州のグレーター・ハンプトン・ローズ地域に賃貸・商業銀行サービスを提供している銀行
TPB,Turning Point Brands  Inc,ブランド消費財メーカー
TPC,Tutor Perini Corporation,子会社とともに、米国および一部海外で民間顧客と公的機関向けにサービスを提供する建設会社。
